Entity_id,Category,Summary
513,World University Rankings,"Institution: Monash University has a score of 71.6 and rank of 57 on indicator overall. This university has campuses in Australia, Malaysia, India, South Africa ."
513,World University Rankings,Institution: Rutgers University–Newark has a score of  and rank of 895 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: Clark University has a score of  and rank of 760 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: University of Dhaka has a score of  and rank of 955 on indicator overall. This university has campuses in Bangladesh .
513,World University Rankings,Institution: Erasmus University Rotterdam  has a score of 42.6 and rank of 208 on indicator overall. This university has campuses in Netherlands .
513,World University Rankings,Institution: Vanderbilt University has a score of 43.9 and rank of 199 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: University of Pretoria has a score of  and rank of 600 on indicator overall. This university has campuses in South Africa .
513,World University Rankings,Institution: Sapienza University of Rome has a score of 46.8 and rank of 171 on indicator overall. This university has campuses in Italy .
513,World University Rankings,Institution: Universidad de La Habana has a score of 25.3 and rank of 468 on indicator overall. This university has campuses in Cuba .
513,World University Rankings,Institution: University of Porto has a score of 37.1 and rank of 274 on indicator overall. This university has campuses in Portugal .
513,World University Rankings,Institution: University of Lisbon  has a score of 31.9 and rank of 336 on indicator overall. This university has campuses in Portugal .
513,World University Rankings,Institution: University of San Francisco has a score of  and rank of 1180 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: Brandeis University has a score of 24.3 and rank of 497 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: Pohang University of Science And Technology (POSTECH) has a score of 67.7 and rank of 71 on indicator overall. This university has campuses in South Korea .
513,World University Rankings,Institution: American University has a score of  and rank of 702 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: German Jordanian University has a score of  and rank of 836 on indicator overall. This university has campuses in Jordan .
513,World University Rankings,Institution: University of Minnesota Twin Cities has a score of 45.4 and rank of 186 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: The University of Edinburgh has a score of 89.5 and rank of 15 on indicator overall. This university has campuses in United Kingdom .
513,World University Rankings,"Institution: KIT, Karlsruhe Institute of Technology has a score of 51.9 and rank of 142 on indicator overall. This university has campuses in Germany ."
513,World University Rankings,"Institution: University of Waikato has a score of 32.3 and rank of 331 on indicator overall. This university has campuses in New Zealand, China (Mainland) ."
513,World University Rankings,Institution: University of Calcutta has a score of  and rank of 952 on indicator overall. This university has campuses in India .
513,World University Rankings,"Institution: Sofia University ""St. Kliment Ohridski"" has a score of  and rank of 572 on indicator overall. This university has campuses in Bulgaria ."
513,World University Rankings,Institution: University of Florida has a score of 45.3 and rank of 188 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: University of Canterbury | Te Whare Wānanga o Waitaha has a score of 36.2 and rank of 287 on indicator overall. This university has campuses in New Zealand .
513,World University Rankings,Institution: Macquarie University has a score of 44.2 and rank of 195 on indicator overall. This university has campuses in Australia .
513,World University Rankings,Institution: Université PSL has a score of 83.8 and rank of 26 on indicator overall. This university has campuses in France .
513,World University Rankings,Institution: Stellenbosch University has a score of 26 and rank of 454 on indicator overall. This university has campuses in South Africa .
513,World University Rankings,Institution: Michigan State University has a score of 48.9 and rank of 159 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: Universitat de Barcelona has a score of 45.5 and rank of 184 on indicator overall. This university has campuses in Spain .
513,World University Rankings,Institution: University of Lausanne has a score of 43 and rank of 204 on indicator overall. This university has campuses in Switzerland .
513,World University Rankings,Institution: Southern Methodist University has a score of  and rank of 903 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: University of Basel has a score of 53.3 and rank of 136 on indicator overall. This university has campuses in Switzerland .
513,World University Rankings,Institution: Vilnius University  has a score of 28.4 and rank of 401 on indicator overall. This university has campuses in Lithuania .
513,World University Rankings,Institution: Universidade Federal do Rio de Janeiro has a score of 32.1 and rank of 333 on indicator overall. This university has campuses in Brazil .
513,World University Rankings,Institution: University of San Diego has a score of  and rank of 1179 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: Vrije Universiteit Brussel (VUB) has a score of 38.5 and rank of 251 on indicator overall. This university has campuses in Belgium .
513,World University Rankings,Institution: Syracuse University has a score of  and rank of 781 on indicator overall. This university has campuses in United States .
513,World University Rankings,Institution: Universidad de Costa Rica has a score of  and rank of 518 on indicator overall. This university has campuses in Costa Rica .
